date,home_team,away_team,home_goals,away_goals,result
2024-05-13,Aston Villa,Liverpool,3,3,0
2024-05-15,Tottenham,Man City,0,2,2
2024-05-15,Brighton,Chelsea,1,2,2
2024-05-15,Man United,Newcastle,3,2,1
2024-05-19,Arsenal,Everton,2,1,1
2024-05-19,Brentford,Newcastle,2,4,2
2024-05-19,Brighton,Man United,0,2,2
2024-05-19,Burnley,Nottingham Forest,1,2,2
2024-05-19,Chelsea,Bournemouth,2,1,1
2024-05-19,Crystal Palace,Aston Villa,5,0,1
2024-05-19,Liverpool,Wolves,2,0,1
2024-05-19,Luton,Fulham,2,4,2
2024-05-19,Man City,West Ham,3,1,1
2024-05-19,Sheff Utd,Tottenham,0,3,2
2024-08-16,Man United,Fulham,2,1,1
2024-08-17,Ipswich,Liverpool,0,3,2
2024-08-17,Arsenal,Wolves,2,0,1
2024-08-17,Everton,Brighton,1,1,0
2024-08-17,Newcastle,Southampton,2,0,1
2024-08-17,Nottingham Forest,Bournemouth,1,1,0
2024-08-17,West Ham,Aston Villa,1,2,2
2024-08-18,Brentford,Crystal Palace,1,1,0
2024-08-18,Chelsea,Man City,0,2,2
2024-08-19,Leicester,Tottenham,1,3,2
2024-08-24,Bournemouth,Newcastle,1,1,0
2024-08-24,Aston Villa,Arsenal,2,2,0
2024-08-24,Brighton,Man United,1,0,1
2024-08-24,Crystal Palace,West Ham,2,1,1
2024-08-24,Fulham,Leicester,1,1,0
2024-08-24,Liverpool,Brentford,3,0,1
2024-08-24,Man City,Ipswich,4,0,1
2024-08-24,Southampton,Nottingham Forest,1,0,1
2024-08-24,Tottenham,Everton,2,0,1
2024-08-24,Wolves,Chelsea,1,2,2
2024-08-31,Arsenal,Tottenham,2,1,1
2024-08-31,Brentford,Southampton,2,0,1
2024-08-31,Chelsea,Crystal Palace,3,0,1
2024-08-31,Everton,Wolves,1,1,0
2024-08-31,Ipswich,Fulham,1,2,2
2024-08-31,Leicester,Aston Villa,2,2,0
2024-08-31,Man United,Liverpool,1,1,0
2024-08-31,Newcastle,Man City,1,3,2
2024-08-31,Nottingham Forest,Brighton,0,2,2
2024-08-31,West Ham,Bournemouth,2,1,1
2024-09-14,Bournemouth,Chelsea,1,2,2
2024-09-14,Aston Villa,Everton,2,0,1
2024-09-14,Brighton,Ipswich,3,1,1
2024-09-14,Crystal Palace,Leicester,1,0,1
2024-09-14,Fulham,West Ham,1,1,0
2024-09-14,Liverpool,Nottingham Forest,4,0,1
2024-09-14,Man City,Brentford,3,1,1
2024-09-14,Southampton,Man United,0,2,2
2024-09-14,Tottenham,Newcastle,2,2,0
2024-09-14,Wolves,Arsenal,0,2,2
2024-09-21,Arsenal,Man United,3,1,1
2024-09-21,Brentford,Fulham,2,2,0
2024-09-21,Chelsea,Brighton,1,1,0
2024-09-21,Everton,Southampton,1,0,1
2024-09-21,Ipswich,Aston Villa,1,3,2
2024-09-21,Leicester,Wolves,2,0,1
2024-09-21,Man City,Liverpool,2,2,0
2024-09-21,Newcastle,Everton,2,1,1
2024-09-21,Nottingham Forest,Tottenham,0,2,2
2024-09-21,West Ham,Crystal Palace,1,2,2
2024-09-28,Bournemouth,Liverpool,1,4,2
2024-09-28,Aston Villa,Man City,1,2,2
2024-09-28,Brighton,Arsenal,1,1,0
2024-09-28,Crystal Palace,Newcastle,0,0,0
2024-09-28,Fulham,Nottingham Forest,2,1,1
2024-09-28,Man United,Brentford,3,2,1
2024-09-28,Southampton,Leicester,1,2,2
2024-09-28,Tottenham,West Ham,3,1,1
2024-09-28,Wolves,Ipswich,2,0,1
2024-09-28,Everton,Chelsea,0,1,2
2024-10-05,Arsenal,Southampton,3,0,1
2024-10-05,Brentford,Everton,2,1,1
2024-10-05,Chelsea,Fulham,2,0,1
2024-10-05,Ipswich,Tottenham,1,1,0
2024-10-05,Leicester,Man City,0,4,2
2024-10-05,Liverpool,Crystal Palace,2,1,1
2024-10-05,Man United,Aston Villa,2,2,0
2024-10-05,Newcastle,Wolves,1,0,1
2024-10-05,Nottingham Forest,Bournemouth,1,2,2
2024-10-05,West Ham,Brighton,2,2,0
2024-10-19,Bournemouth,Man United,1,3,2
2024-10-19,Aston Villa,Newcastle,2,1,1
2024-10-19,Brighton,Leicester,2,0,1
2024-10-19,Crystal Palace,Ipswich,1,0,1
2024-10-19,Everton,West Ham,1,1,0
2024-10-19,Fulham,Arsenal,1,3,2
2024-10-19,Man City,Nottingham Forest,5,0,1
2024-10-19,Southampton,Everton,1,0,1
2024-10-19,Tottenham,Brentford,2,2,0
2024-10-19,Wolves,Liverpool,0,2,2
2024-10-26,Arsenal,Brentford,2,0,1
2024-10-26,Brighton,Wolves,1,0,1
2024-10-26,Chelsea,Newcastle,2,1,1
2024-10-26,Everton,Man City,0,3,2
2024-10-26,Ipswich,Southampton,2,2,0
2024-10-26,Leicester,Crystal Palace,1,1,0
2024-10-26,Liverpool,Aston Villa,2,1,1
2024-10-26,Man United,West Ham,2,0,1
2024-10-26,Nottingham Forest,Everton,1,0,1
2024-10-26,Tottenham,Fulham,3,1,1
2024-11-02,Bournemouth,Brighton,2,2,0
2024-11-02,Aston Villa,Tottenham,2,1,1
2024-11-02,Crystal Palace,Man United,1,1,0
2024-11-02,Fulham,Liverpool,1,2,2
2024-11-02,Man City,Wolves,4,1,1
2024-11-02,Newcastle,Ipswich,3,0,1
2024-11-02,Southampton,Chelsea,0,2,2
2024-11-02,West Ham,Nottingham Forest,2,1,1
2024-11-02,Everton,Leicester,1,2,2
2024-11-02,Brentford,Arsenal,0,2,2
2024-11-09,Arsenal,Fulham,2,0,1
2024-11-09,Brentford,Leicester,1,1,0
2024-11-09,Chelsea,Man United,2,1,1
2024-11-09,Everton,Aston Villa,1,2,2
2024-11-09,Ipswich,Nottingham Forest,2,1,1
2024-11-09,Liverpool,Southampton,3,0,1
2024-11-09,Man City,Bournemouth,4,0,1
2024-11-09,Newcastle,Brighton,2,2,0
2024-11-09,Tottenham,Crystal Palace,1,0,1
2024-11-09,Wolves,West Ham,2,1,1
2024-11-23,Bournemouth,Tottenham,1,3,2
2024-11-23,Aston Villa,Ipswich,2,0,1
2024-11-23,Brighton,Man City,1,3,2
2024-11-23,Crystal Palace,Everton,1,1,0
2024-11-23,Fulham,Newcastle,0,1,2
2024-11-23,Leicester,Chelsea,1,2,2
2024-11-23,Man United,Wolves,2,0,1
2024-11-23,Nottingham Forest,Brentford,1,2,2
2024-11-23,Southampton,Arsenal,1,1,0
2024-11-23,West Ham,Liverpool,1,3,2
2024-11-30,Arsenal,Everton,3,0,1
2024-11-30,Brentford,West Ham,2,1,1
2024-11-30,Chelsea,Aston Villa,2,2,0
2024-11-30,Ipswich,Leicester,1,1,0
2024-11-30,Liverpool,Man City,1,1,0
2024-11-30,Man United,Newcastle,2,0,1
2024-11-30,Nottingham Forest,Crystal Palace,1,2,2
2024-11-30,Southampton,Brighton,0,1,2
2024-11-30,Tottenham,Bournemouth,4,1,1
2024-11-30,Wolves,Fulham,1,0,1
2024-12-03,Bournemouth,Ipswich,2,1,1
2024-12-03,Aston Villa,Southampton,3,0,1
2024-12-03,Brighton,Tottenham,1,1,0
2024-12-03,Crystal Palace,Wolves,1,0,1
2024-12-04,Everton,Man United,1,2,2
2024-12-04,Fulham,Man City,0,3,2
2024-12-04,Leicester,Brentford,2,2,0
2024-12-04,Newcastle,Arsenal,2,2,0
2024-12-04,West Ham,Chelsea,1,2,2
2024-12-04,Nottingham Forest,Liverpool,0,2,2
2024-12-07,Arsenal,Nottingham Forest,4,0,1
2024-12-07,Brentford,Aston Villa,1,2,2
2024-12-07,Chelsea,Tottenham,2,1,1
2024-12-07,Everton,Fulham,2,0,1
2024-12-07,Ipswich,Man United,1,3,2
2024-12-07,Leicester,West Ham,2,1,1
2024-12-07,Man City,Crystal Palace,3,0,1
2024-12-07,Newcastle,Liverpool,1,2,2
2024-12-07,Southampton,Bournemouth,1,1,0
2024-12-07,Wolves,Brighton,0,0,0
2024-12-14,Bournemouth,Arsenal,1,3,2
2024-12-14,Aston Villa,Wolves,2,0,1
2024-12-14,Brighton,Everton,2,1,1
2024-12-14,Crystal Palace,Southampton,1,0,1
2024-12-14,Fulham,Man United,1,2,2
2024-12-14,Liverpool,Ipswich,4,0,1
2024-12-14,Man City,Leicester,3,1,1
2024-12-14,Nottingham Forest,Newcastle,1,1,0
2024-12-14,Tottenham,Man City,2,2,0
2024-12-14,West Ham,Brentford,2,1,1
2024-12-21,Brentford,Man City,1,3,2
2024-12-21,Everton,Tottenham,1,1,0
2024-12-21,Fulham,Southampton,2,0,1
2024-12-21,Ipswich,Chelsea,1,2,2
2024-12-21,Leicester,Newcastle,1,1,0
2024-12-21,Liverpool,Man United,2,1,1
2024-12-21,Man City,Aston Villa,4,0,1
2024-12-21,Nottingham Forest,West Ham,1,2,2
2024-12-21,Wolves,Bournemouth,2,1,1
2024-12-21,Arsenal,Brighton,2,0,1
2024-12-26,Bournemouth,Crystal Palace,2,1,1
2024-12-26,Arsenal,Ipswich,3,0,1
2024-12-26,Brighton,Brentford,1,1,0
2024-12-26,Chelsea,Fulham,2,0,1
2024-12-26,Liverpool,Leicester,3,1,1
2024-12-26,Man United,Nottingham Forest,2,0,1
2024-12-26,Newcastle,Everton,2,1,1
2024-12-26,Southampton,West Ham,1,2,2
2024-12-26,Tottenham,Wolves,2,1,1
2024-12-26,Aston Villa,Man City,1,3,2
2024-12-29,Brentford,Brighton,2,1,1
2024-12-29,Crystal Palace,Arsenal,1,2,2
2024-12-29,Everton,Newcastle,1,1,0
2024-12-29,Fulham,Chelsea,1,1,0
2024-12-29,Ipswich,Bournemouth,1,2,2
2024-12-29,Leicester,Liverpool,0,2,2
2024-12-29,Man City,Southampton,4,0,1
2024-12-29,Nottingham Forest,Man United,1,2,2
2024-12-29,West Ham,Tottenham,2,2,0
2024-12-29,Wolves,Aston Villa,1,0,1
2025-01-04,Bournemouth,Leicester,2,1,1
2025-01-04,Aston Villa,Brentford,3,1,1
2025-01-04,Brighton,Fulham,2,0,1
2025-01-04,Crystal Palace,Chelsea,1,3,2
2025-01-04,Liverpool,Everton,2,0,1
2025-01-04,Man City,Arsenal,1,1,0
2025-01-04,Man United,Ipswich,3,0,1
2025-01-04,Southampton,Crystal Palace,1,1,0
2025-01-04,Tottenham,Nottingham Forest,2,1,1
2025-01-04,West Ham,Newcastle,2,2,0
2025-01-14,Arsenal,Leicester,2,0,1
2025-01-14,Brentford,Man United,1,2,2
2025-01-14,Chelsea,Southampton,2,0,1
2025-01-14,Everton,Ipswich,2,1,1
2025-01-14,Fulham,Aston Villa,1,2,2
2025-01-15,Ipswich,West Ham,1,1,0
2025-01-15,Leicester,Everton,2,1,1
2025-01-15,Man United,Tottenham,2,2,0
2025-01-15,Newcastle,Brentford,1,0,1
2025-01-15,Wolves,Man City,0,2,2
2025-01-18,Bournemouth,Man City,1,4,2
2025-01-18,Aston Villa,Brighton,2,1,1
2025-01-18,Crystal Palace,Fulham,1,1,0
2025-01-18,Liverpool,Chelsea,2,1,1
2025-01-18,Newcastle,Leicester,2,0,1
2025-01-18,Nottingham Forest,Arsenal,1,2,2
2025-01-18,Southampton,Ipswich,2,1,1
2025-01-18,Tottenham,Man United,1,1,0
2025-01-18,West Ham,Wolves,2,0,1
2025-01-18,Brentford,Nottingham Forest,2,0,1
2025-02-01,Arsenal,Aston Villa,2,0,1
2025-02-01,Brighton,Crystal Palace,2,1,1
2025-02-01,Chelsea,West Ham,3,1,1
2025-02-01,Everton,Bournemouth,1,1,0
2025-02-01,Fulham,Ipswich,2,1,1
2025-02-01,Leicester,Southampton,2,0,1
2025-02-01,Man City,Everton,3,0,1
2025-02-01,Man United,Brighton,2,1,1
2025-02-01,Wolves,Brentford,1,1,0
2025-02-01,Tottenham,Liverpool,1,2,2
2025-02-08,Bournemouth,Fulham,2,1,1
2025-02-08,Aston Villa,Leicester,2,0,1
2025-02-08,Crystal Palace,Tottenham,1,1,0
2025-02-08,Ipswich,Man City,1,3,2
2025-02-08,Liverpool,Arsenal,2,2,0
2025-02-08,Man United,Southampton,3,0,1
2025-02-08,Newcastle,Nottingham Forest,2,0,1
2025-02-08,West Ham,Man United,1,1,0
2025-02-08,Wolves,Everton,2,1,1
2025-02-08,Brentford,Newcastle,1,0,1
2025-02-15,Arsenal,West Ham,3,0,1
2025-02-15,Brighton,Aston Villa,1,1,0
2025-02-15,Chelsea,Bournemouth,2,0,1
2025-02-15,Everton,Liverpool,1,2,2
2025-02-15,Fulham,Brentford,1,1,0
2025-02-15,Leicester,Man United,1,2,2
2025-02-15,Man City,Chelsea,3,1,1
2025-02-15,Nottingham Forest,Ipswich,1,0,1
2025-02-15,Southampton,Wolves,1,1,0
2025-02-15,Tottenham,Arsenal,2,2,0
2025-02-22,Bournemouth,Nottingham Forest,2,1,1
2025-02-22,Aston Villa,Southampton,2,0,1
2025-02-22,Crystal Palace,Man City,0,2,2
2025-02-22,Ipswich,Everton,1,1,0
2025-02-22,Liverpool,Tottenham,3,1,1
2025-02-22,Man United,Leicester,2,0,1
2025-02-22,Newcastle,Chelsea,1,1,0
2025-02-22,West Ham,Fulham,2,1,1
2025-02-22,Wolves,Brighton,1,0,1
2025-02-22,Brentford,Liverpool,1,3,2
2025-03-01,Arsenal,Ipswich,4,0,1
2025-03-01,Brighton,Southampton,2,0,1
2025-03-01,Chelsea,Brentford,2,1,1
2025-03-01,Everton,Man United,1,2,2
2025-03-01,Fulham,Aston Villa,1,2,2
2025-03-01,Leicester,Bournemouth,2,1,1
2025-03-01,Man City,Tottenham,3,1,1
2025-03-01,Newcastle,West Ham,2,2,0
2025-03-01,Nottingham Forest,Crystal Palace,1,1,0
2025-03-01,Wolves,Liverpool,0,2,2
2025-03-08,Bournemouth,Brentford,2,1,1
2025-03-08,Aston Villa,Nottingham Forest,2,0,1
2025-03-08,Crystal Palace,Brighton,1,0,1
2025-03-08,Ipswich,Newcastle,1,1,0
2025-03-08,Liverpool,Man City,1,1,0
2025-03-08,Man United,Everton,2,0,1
2025-03-08,Southampton,Fulham,1,2,2
2025-03-08,Tottenham,Leicester,3,1,1
2025-03-08,West Ham,Arsenal,1,3,2
2025-03-08,Wolves,Chelsea,1,2,2
2025-03-15,Arsenal,Crystal Palace,2,0,1
2025-03-15,Brentford,Ipswich,2,1,1
2025-03-15,Chelsea,Everton,2,0,1
2025-03-15,Fulham,Tottenham,1,2,2
2025-03-15,Leicester,West Ham,2,1,1
2025-03-15,Liverpool,Brighton,3,1,1
2025-03-15,Man City,Newcastle,2,0,1
2025-03-15,Man United,Bournemouth,3,0,1
2025-03-15,Nottingham Forest,Man City,1,3,2
2025-03-15,Wolves,Southampton,2,1,1
2025-04-05,Bournemouth,Wolves,2,1,1
2025-04-05,Aston Villa,Man United,1,1,0
2025-04-05,Brighton,Tottenham,1,2,2
2025-04-05,Crystal Palace,Liverpool,1,2,2
2025-04-05,Everton,Nottingham Forest,1,0,1
2025-04-05,Fulham,Man City,0,3,2
2025-04-05,Ipswich,Brentford,1,1,0
2025-04-05,Leicester,Arsenal,1,2,2
2025-04-05,Southampton,Chelsea,0,2,2
2025-04-05,West Ham,Everton,2,1,1
2025-04-12,Arsenal,Brighton,2,0,1
2025-04-12,Brentford,Bournemouth,2,1,1
2025-04-12,Chelsea,Ipswich,3,0,1
2025-04-12,Everton,Leicester,1,1,0
2025-04-12,Liverpool,Fulham,3,1,1
2025-04-12,Man City,West Ham,4,0,1
2025-04-12,Man United,Crystal Palace,2,0,1
2025-04-12,Nottingham Forest,Wolves,1,1,0
2025-04-12,Southampton,Aston Villa,1,2,2
2025-04-12,Tottenham,Man City,1,2,2
2025-04-19,Bournemouth,Southampton,2,1,1
2025-04-19,Aston Villa,Man United,2,1,1
2025-04-19,Brighton,Chelsea,1,2,2
2025-04-19,Crystal Palace,Brentford,1,1,0
2025-04-19,Fulham,Everton,2,1,1
2025-04-19,Ipswich,Arsenal,1,2,2
2025-04-19,Leicester,Tottenham,1,2,2
2025-04-19,Man City,Brighton,3,0,1
2025-04-19,West Ham,Liverpool,1,2,2
2025-04-19,Wolves,Nottingham Forest,2,0,1
2025-04-26,Arsenal,Man City,1,1,0
2025-04-26,Brentford,Wolves,2,1,1
2025-04-26,Chelsea,Leicester,3,1,1
2025-04-26,Everton,Aston Villa,1,1,0
2025-04-26,Liverpool,West Ham,2,0,1
2025-04-26,Man United,Ipswich,3,0,1
2025-04-26,Newcastle,Fulham,2,1,1
2025-04-26,Nottingham Forest,Southampton,1,1,0
2025-04-26,Tottenham,Everton,2,0,1
2025-04-26,Brighton,Newcastle,1,0,1
2025-05-03,Bournemouth,Man United,1,2,2
2025-05-03,Aston Villa,Chelsea,2,1,1
2025-05-03,Crystal Palace,Ipswich,2,1,1
2025-05-03,Fulham,Brighton,1,1,0
2025-05-03,Leicester,Everton,2,1,1
2025-05-03,Man City,Arsenal,2,1,1
2025-05-03,Southampton,Liverpool,1,3,2
2025-05-03,Tottenham,Brentford,2,1,1
2025-05-03,West Ham,Man City,1,3,2
2025-05-03,Wolves,Newcastle,1,1,0
2025-05-10,Arsenal,Bournemouth,3,0,1
2025-05-10,Brentford,Tottenham,1,2,2
2025-05-10,Brighton,Aston Villa,1,1,0
2025-05-10,Chelsea,Nottingham Forest,2,0,1
2025-05-10,Everton,West Ham,2,1,1
2025-05-10,Ipswich,Wolves,1,1,0
2025-05-10,Liverpool,Man United,2,1,1
2025-05-10,Man City,Fulham,4,0,1
2025-05-10,Newcastle,Southampton,2,0,1
2025-05-10,Leicester,Crystal Palace,1,0,1
2025-05-18,Bournemouth,Leicester,2,1,1
2025-05-18,Aston Villa,Liverpool,2,2,0
2025-05-18,Crystal Palace,Brighton,1,1,0
2025-05-18,Fulham,Ipswich,2,1,1
2025-05-18,Man United,Chelsea,1,1,0
2025-05-18,Nottingham Forest,Everton,1,2,2
2025-05-18,Southampton,Tottenham,1,3,2
2025-05-18,West Ham,Man City,1,3,2
2025-05-18,Wolves,Newcastle,1,1,0
2025-05-18,Arsenal,Everton,3,0,1